CompoundName	SumFormula	Mass	Charge	RetentionTime	RetentionTimeRange	IsoDistribution
feature_465	 	322.0836666992187	+1	440.5869140625	0	0
feature_466	 	1029.5528439453126	+1	456.3052978515625	0	0
feature_467	 	395.2455319335937	+1	476.4582214355469	0	0
feature_468	 	706.2748288085937	+1	389.2385559082031	0	0
feature_469	 	1198.673815625	+1	460.7586364746094	0	0
feature_470	 	276.11445893554685	+1	349.2048645019531	0	0
feature_471	 	2015.9541861328125	+3	356.2435607910156	0	0
feature_472	 	320.10493745117185	+1	348.0382385253906	0	0
feature_473	 	263.1152829101562	+1	408.15045166015625	0	0
feature_474	 	303.1441830566406	+1	406.953857421875	0	0
feature_475	 	375.2193783691406	+1	452.2664489746094	0	0
feature_476	 	1692.79147890625	+2	368.0848083496094	0	0
feature_477	 	1062.57468203125	+2	406.953857421875	0	0
feature_478	 	449.2173947265625	+1	454.1971740722656	0	0
feature_479	 	279.1465329101562	+1	383.3261413574219	0	0
feature_480	 	278.1625241210937	+1	497.6542663574219	0	0
feature_481	 	433.22236909179685	+1	470.5906066894531	0	0
feature_482	 	470.1571530273437	+1	388.0703125	0	0
feature_483	 	539.2628048828125	+1	458.48974609375	0	0
feature_484	 	1046.5355099609376	+1	497.6542663574219	0	0
feature_485	 	1215.66452578125	+2	437.3698425292969	0	0
feature_486	 	620.1822384765625	+1	136.28939819335938	0	0
feature_487	 	474.3088559082031	+1	453.43499755859375	0	0
feature_488	 	445.22969331054685	+1	456.3052978515625	0	0
feature_489	 	358.0813168457031	+1	427.6910705566406	0	0
feature_490	 	1354.7488763671874	+2	385.7018127441406	0	0
feature_491	 	189.0420254638672	+1	301.7520751953125	0	0
feature_492	 	304.10969819335935	+1	386.8994445800781	0	0
feature_493	 	1152.57469453125	+1	402.1547546386719	0	0
feature_494	 	294.157458203125	+1	458.48974609375	0	0
feature_495	 	321.0819577148437	+1	136.28939819335938	0	0
feature_496	 	820.0259884765625	+1	287.8855895996094	0	0
feature_497	 	461.22322358398435	+1	426.5143737792969	0	0
feature_498	 	232.0478390625	+1	318.9211120605469	0	0
feature_499	 	622.2690915039062	+1	65.06794738769531	0	0
feature_500	 	754.2384518554687	+1	350.4068298339844	0	0
feature_501	 	563.26024140625	+1	469.2986755371094	0	0
feature_502	 	568.3254879882812	+1	497.6542663574219	0	0
feature_503	 	827.2720211914062	+1	338.5474548339844	0	0
feature_504	 	506.06172456054685	+1	136.28939819335938	0	0
feature_505	 	1232.6796625	+2	410.5431213378906	0	0
feature_506	 	565.270251171875	+1	52.223045349121094	0	0
feature_507	 	630.1943844726562	+1	399.7562561035156	0	0
feature_508	 	523.267809765625	+1	497.6542663574219	0	0
feature_509	 	189.04204072265625	+1	310.7599182128906	0	0
feature_510	 	1152.3814572265626	+1	52.223045349121094	0	0
feature_511	 	483.0982846191406	+1	388.0703125	0	0
feature_512	 	1236.650365625	+2	444.0542907714844	0	0
feature_513	 	547.2598141601562	+1	73.97382354736328	0	0
feature_514	 	338.1149166992187	+1	349.2048645019531	0	0
feature_515	 	774.2305783203125	+1	491.0669250488281	0	0
feature_516	 	294.1250485351562	+1	349.2048645019531	0	0
feature_517	 	488.167712109375	+1	349.2048645019531	0	0
feature_518	 	153.0420254638672	+1	232.76710510253906	0	0
feature_519	 	474.1285580566406	+1	434.0642395019531	0	0
feature_520	 	452.1467465332031	+1	434.0642395019531	0	0
feature_521	 	250.06245698242188	+1	349.2048645019531	0	0
feature_522	 	820.2362545898437	+1	423.3857421875	0	0
feature_523	 	498.14961518554685	+1	318.9211120605469	0	0
feature_524	 	1068.5174435546876	+1	497.6542663574219	0	0
feature_525	 	1215.70065859375	+2	460.7586364746094	0	0
feature_526	 	443.2303341796875	+1	369.26861572265625	0	0
feature_527	 	357.2088498046875	+1	452.2664489746094	0	0
feature_528	 	468.1415280273437	+1	390.3832702636719	0	0
feature_529	 	427.2353390625	+1	453.43499755859375	0	0
feature_530	 	521.252184765625	+1	458.48974609375	0	0
feature_531	 	455.1399105957031	+1	370.44580078125	0	0
feature_532	 	338.07857026367185	+1	419.24969482421875	0	0
feature_533	 	164.02162446289063	+1	336.1795959472656	0	0
feature_534	 	542.2413205078125	+1	473.438720703125	0	0
feature_535	 	411.2404965332031	+1	453.43499755859375	0	0
feature_536	 	397.2247189453125	+1	464.968017578125	0	0
feature_537	 	356.18440522460935	+1	342.1059265136719	0	0
feature_538	 	1214.6689328125	+1	442.96234130859375	0	0
feature_539	 	207.05261506347657	+1	310.7599182128906	0	0
feature_540	 	567.2314938476562	+1	497.6542663574219	0	0
feature_541	 	354.1098812988281	+1	420.4249267578125	0	0
feature_542	 	413.22700776367185	+1	297.4539794921875	0	0
feature_543	 	437.2559689453125	+1	444.0542907714844	0	0
feature_544	 	626.2298458984375	+1	349.2048645019531	0	0
feature_545	 	336.099352734375	+1	427.6910705566406	0	0
feature_546	 	433.14143647460935	+1	274.4204406738281	0	0
feature_547	 	409.2249020507812	+1	382.1446533203125	0	0
feature_548	 	292.1095456054687	+1	359.810546875	0	0
feature_549	 	545.249743359375	+1	497.6542663574219	0	0
feature_550	 	1198.67429140625	+2	460.7586364746094	0	0
feature_551	 	484.1365231445312	+1	399.7562561035156	0	0
feature_552	 	425.2198361328125	+1	369.26861572265625	0	0
feature_553	 	667.1569088867187	+1	497.6542663574219	0	0
feature_554	 	738.2646969726562	+1	349.2048645019531	0	0
feature_555	 	696.2711056640625	+1	315.3858337402344	0	0
feature_556	 	340.13057221679685	+1	349.2048645019531	0	0
feature_557	 	402.2838009765625	+1	363.3608093261719	0	0
feature_558	 	393.22993745117185	+1	470.13494873046875	0	0
feature_559	 	435.1150387695312	+1	314.28955078125	0	0
feature_560	 	563.2545041015625	+1	75.90652465820312	0	0
feature_561	 	601.1581295898437	+1	404.55194091796875	0	0
feature_562	 	304.10945405273435	+1	349.2048645019531	0	0
feature_563	 	2310.975316796875	+2	294.2690124511719	0	0
feature_564	 	1064.58981875	+2	417.2186584472656	0	0
feature_565	 	451.2330197265625	+1	452.2664489746094	0	0
feature_566	 	249.07441987304688	+1	318.9211120605469	0	0
feature_567	 	542.2411984375	+1	459.664794921875	0	0
feature_568	 	322.1201657226562	+1	349.2048645019531	0	0
feature_569	 	291.08503999023435	+1	384.51470947265625	0	0
feature_570	 	397.2611264160156	+1	465.64215087890625	0	0
feature_571	 	435.2380551269531	+1	476.4582214355469	0	0
feature_572	 	968.5355584960937	+2	325.8133850097656	0	0
feature_573	 	434.2557248046875	+1	365.7261657714844	0	0
feature_574	 	1978.9913080078124	+2	344.47601318359375	0	0
feature_575	 	542.3166864257812	+2	288.8956604003906	0	0
feature_576	 	376.19941987304685	+1	411.7284240722656	0	0
feature_577	 	370.2211178710937	+1	257.8107604980469	0	0
feature_578	 	335.0977047851562	+1	302.93743896484375	0	0
feature_579	 	413.2560299804687	+1	476.4582214355469	0	0
feature_580	 	481.11909760742185	+1	385.7018127441406	0	0
feature_581	 	468.1414975097656	+1	440.5869140625	0	0
feature_582	 	502.23836030273435	+1	62.69755554199219	0	0
feature_583	 	350.1125973632812	+1	359.810546875	0	0
feature_584	 	1146.6446283203124	+2	436.0079650878906	0	0
feature_585	 	549.2755612304687	+1	52.223045349121094	0	0
feature_586	 	190.09881867675782	+1	365.7261657714844	0	0
feature_587	 	712.2656735351562	+1	253.46795654296875	0	0
feature_588	 	278.1301449707031	+1	349.2048645019531	0	0
feature_589	 	480.0834225585937	+1	390.3832702636719	0	0
feature_590	 	413.2561520507812	+1	424.5645446777344	0	0
feature_591	 	292.10945405273435	+1	369.26861572265625	0	0
feature_592	 	829.2874630859375	+1	326.41143798828125	0	0
feature_593	 	456.177966015625	+1	448.70806884765625	0	0
feature_594	 	636.3043087890625	+1	352.7276611328125	0	0
feature_595	 	1368.7646234375	+2	391.52789306640625	0	0
feature_596	 	1493.512438671875	+1	52.223045349121094	0	0
feature_597	 	587.3063229492187	+1	346.8498229980469	0	0
feature_598	 	279.1465329101562	+1	427.6910705566406	0	0
feature_599	 	322.1200436523437	+1	343.2958068847656	0	0
feature_600	 	926.2755001953125	+1	434.0642395019531	0	0
feature_601	 	361.14973725585935	+1	427.6910705566406	0	0
feature_602	 	321.0819577148437	+1	300.5724792480469	0	0
feature_603	 	727.2294186523437	+1	355.8402099609375	0	0
feature_604	 	638.32469453125	+1	348.4781799316406	0	0
feature_605	 	830.2471798828125	+1	385.3101806640625	0	0
feature_606	 	1141.53514375	+1	395.86016845703125	0	0
feature_607	 	675.2410153320312	+1	319.08367919921875	0	0
feature_608	 	2011.9452875	+2	414.60491943359375	0	0
feature_609	 	510.2361325195312	+1	477.5365295410156	0	0
feature_610	 	226.11987580566407	+1	373.4912109375	0	0
feature_611	 	632.3374508789062	+1	375.8563537597656	0	0
feature_612	 	995.4464596679687	+1	379.4074401855469	0	0
feature_613	 	584.3897580078125	+1	422.81011962890625	0	0
feature_614	 	583.3216427734375	+1	364.0423278808594	0	0
feature_615	 	1310.6927365234376	+1	516.6382446289062	0	0
feature_616	 	417.25105561523435	+1	493.3907165527344	0	0
feature_617	 	246.0998867919922	+1	315.58172607421875	0	0
feature_618	 	981.62254609375	+1	452.2422180175781	0	0
feature_619	 	439.26444033203126	+2	333.0239562988281	0	0
feature_620	 	681.323473828125	+1	454.5834655761719	0	0
feature_621	 	902.426989453125	+1	315.58172607421875	0	0
feature_622	 	452.2519711425781	+1	422.81011962890625	0	0
feature_623	 	1472.289782421875	+1	465.0758972167969	0	0
feature_624	 	707.362536328125	+1	368.76837158203125	0	0
feature_625	 	487.2315854003906	+1	414.60491943359375	0	0
feature_626	 	673.3568600585937	+1	466.2142639160156	0	0
feature_627	 	644.2644528320312	+1	354.57208251953125	0	0
feature_628	 	802.4000729492187	+1	411.0807800292969	0	0
feature_629	 	400.2204770019531	+1	274.3164367675781	0	0
feature_630	 	636.3699701171874	+2	338.9732360839844	0	0
feature_631	 	888.4481076171875	+1	412.258056640625	0	0
feature_632	 	449.2776974609375	+1	368.76837158203125	0	0
feature_633	 	210.07875336914063	+1	323.682373046875	0	0
feature_634	 	307.14143647460935	+1	384.1343994140625	0	0
feature_635	 	650.3175534179687	+1	406.4105224609375	0	0
feature_636	 	440.21541108398435	+1	352.09271240234375	0	0
feature_637	 	252.0853146484375	+1	184.97567749023438	0	0
feature_638	 	498.2573727539062	+1	354.57208251953125	0	0
feature_639	 	210.09991730957032	+1	219.82972717285156	0	0
feature_640	 	599.2857541015625	+1	455.7486877441406	0	0
feature_641	 	1123.5240228515624	+2	395.86016845703125	0	0
feature_642	 	568.3582028320312	+1	340.15728759765625	0	0
feature_643	 	636.3706540039062	+1	338.9732360839844	0	0
feature_644	 	228.135485546875	+1	373.4912109375	0	0
feature_645	 	408.27327241210935	+1	467.36944580078125	0	0
feature_646	 	471.29065493164063	+2	338.9732360839844	0	0
feature_647	 	345.17817963867185	+1	377.0292663574219	0	0
feature_648	 	699.3362912109375	+1	442.84552001953125	0	0
feature_649	 	790.4360836914062	+1	434.5811462402344	0	0
feature_650	 	414.24031342773435	+1	398.1947021484375	0	0
feature_651	 	482.11848725585935	+1	486.5750732421875	0	0
feature_652	 	306.1801937988281	+1	544.1102294921875	0	0
feature_653	 	622.3548458984375	+1	333.0239562988281	0	0
feature_654	 	669.3262814453125	+1	440.4945068359375	0	0
feature_655	 	1456.6407345703126	+1	355.8402099609375	0	0
feature_656	 	638.2850827148437	+1	280.3770751953125	0	0
feature_657	 	412.1705807617187	+1	422.81011962890625	0	0
feature_658	 	412.1705502441406	+1	385.3101806640625	0	0
feature_659	 	294.1550778320312	+1	411.0807800292969	0	0
feature_660	 	683.2480954101562	+1	56.74626541137695	0	0
feature_661	 	642.3343380859375	+1	465.0758972167969	0	0
feature_662	 	243.1253537109375	+1	384.1343994140625	0	0
feature_663	 	651.264880078125	+1	319.08367919921875	0	0
feature_664	 	500.2481869628906	+1	360.5218811035156	0	0
feature_665	 	245.16215791015625	+1	446.3533935546875	0	0
feature_666	 	613.3214596679687	+1	413.4405212402344	0	0
feature_667	 	457.27487734375	+2	330.6594543457031	0	0
feature_668	 	230.16249360351563	+1	302.5885314941406	0	0
feature_669	 	623.3204220703125	+1	453.4136657714844	0	0
feature_670	 	632.3379391601562	+1	342.5411376953125	0	0
feature_671	 	672.2905758789062	+1	296.7152404785156	0	0
feature_672	 	757.3863275390624	+2	347.3028564453125	0	0
feature_673	 	902.4640377929687	+1	409.90582275390625	0	0
feature_674	 	1084.2100705078126	+1	452.2422180175781	0	0
feature_675	 	563.1259640625	+1	268.68328857421875	0	0
feature_676	 	613.3011959960937	+1	471.1799011230469	0	0
feature_677	 	400.199450390625	+1	414.60491943359375	0	0
feature_678	 	201.11073579101563	+1	79.7838363647461	0	0
feature_679	 	1494.27196015625	+1	465.0758972167969	0	0
feature_680	 	1252.58444765625	+2	366.4054260253906	0	0
feature_681	 	669.2541989257812	+1	348.4781799316406	0	0
feature_682	 	330.1575802734375	+1	419.29229736328125	0	0
feature_683	 	653.3535641601562	+1	420.4573974609375	0	0
feature_684	 	498.2728146484375	+1	449.893310546875	0	0
feature_685	 	880.3587521484375	+1	435.75054931640625	0	0
feature_686	 	847.4213131835937	+1	418.12445068359375	0	0
feature_687	 	709.3185299804687	+1	405.2499694824219	0	0
feature_688	 	555.3416623046875	+1	355.8402099609375	0	0
feature_689	 	259.08394135742185	+1	315.58172607421875	0	0
feature_690	 	1346.7137326171876	+1	433.40899658203125	0	0
feature_691	 	2895.115941796875	+2	355.8402099609375	0	0
feature_692	 	680.3514889648437	+1	392.373046875	0	0
feature_693	 	228.13557709960938	+1	385.3101806640625	0	0
feature_694	 	637.3358029296875	+1	433.40899658203125	0	0
feature_695	 	627.337878125	+1	425.1770935058594	0	0
feature_696	 	656.295641796875	+1	273.3254089355469	0	0
feature_697	 	616.3426999023437	+1	348.4781799316406	0	0
feature_698	 	391.24678315429685	+1	466.2142639160156	0	0
feature_699	 	595.311755078125	+1	418.12445068359375	0	0
feature_700	 	184.1457852294922	+1	432.234130859375	0	0
feature_701	 	366.2109555175781	+1	377.0292663574219	0	0
feature_702	 	707.3627194335937	+1	406.4105224609375	0	0
feature_703	 	681.3251217773437	+1	442.84552001953125	0	0
feature_704	 	217.13083161621094	+1	386.489013671875	0	0
feature_705	 	424.18428315429685	+1	316.7481689453125	0	0
feature_706	 	1171.469469921875	+1	441.6782531738281	0	0
feature_707	 	258.0999936035156	+1	323.682373046875	0	0
feature_708	 	581.3099240234375	+1	445.1751708984375	0	0
feature_709	 	472.24336518554685	+1	398.1947021484375	0	0
feature_710	 	654.2801388671875	+1	292.03985595703125	0	0
feature_711	 	1062.2960080078126	+1	419.29229736328125	0	0
feature_712	 	276.11055268554685	+1	315.58172607421875	0	0
feature_713	 	695.3385495117187	+1	434.5811462402344	0	0
feature_714	 	811.2052487304687	+1	461.59765625	0	0
feature_715	 	724.3607052734375	+1	347.3028564453125	0	0
feature_716	 	1506.2947748046874	+2	414.60491943359375	0	0
feature_717	 	630.3221920898437	+1	329.49127197265625	0	0
feature_718	 	614.3271969726562	+1	344.9282531738281	0	0
feature_719	 	739.3525875976562	+1	333.0239562988281	0	0
feature_720	 	850.348376171875	+1	436.940185546875	0	0
feature_721	 	859.4211911132812	+1	407.577880859375	0	0
feature_722	 	620.3387811523437	+2	338.9732360839844	0	0
feature_723	 	534.2339352539062	+1	462.755126953125	0	0
feature_724	 	242.14137543945313	+1	472.2557067871094	0	0
feature_725	 	689.3514889648437	+1	377.0292663574219	0	0
feature_726	 	258.0846127441406	+1	70.7476806640625	0	0
feature_727	 	495.23875703125	+1	449.893310546875	0	0
feature_728	 	650.3176754882812	+1	419.29229736328125	0	0
feature_729	 	264.11043061523435	+1	327.14697265625	0	0
feature_730	 	654.3623532226562	+1	374.6781921386719	0	0
feature_731	 	594.3149899414062	+1	388.8725280761719	0	0
feature_732	 	787.3999508789062	+1	428.7224426269531	0	0
feature_733	 	402.24739350585935	+1	293.2059020996094	0	0
feature_734	 	237.15840424804688	+1	303.7704162597656	0	0
feature_735	 	382.1888607910156	+1	441.6782531738281	0	0
feature_736	 	635.31981171875	+1	434.5811462402344	0	0
feature_737	 	810.4979123046875	+1	420.4573974609375	0	0
feature_738	 	391.2354916503906	+1	477.5365295410156	0	0
feature_739	 	785.3206051757812	+1	319.08367919921875	0	0
feature_740	 	753.314196484375	+1	427.5477294921875	0	0
feature_741	 	548.2384518554687	+1	470.0199890136719	0	0
feature_742	 	307.1415280273437	+1	398.1947021484375	0	0
feature_743	 	386.1913327148437	+1	398.1947021484375	0	0
feature_744	 	2593.015355859375	+2	353.3004150390625	0	0
feature_745	 	288.1679867675781	+1	270.0976257324219	0	0
feature_746	 	651.243883984375	+1	302.5885314941406	0	0
feature_747	 	1284.66405	+1	397.0273742675781	0	0
feature_748	 	685.3572873046875	+1	420.4573974609375	0	0
feature_749	 	1488.63132265625	+2	338.9732360839844	0	0
feature_750	 	897.4014157226562	+1	319.08367919921875	0	0
feature_751	 	618.3585690429687	+1	324.8307800292969	0	0
feature_752	 	545.2736081054687	+1	420.4573974609375	0	0
feature_753	 	647.226794140625	+1	84.46504974365234	0	0
feature_754	 	310.1500119140625	+1	404.0655212402344	0	0
feature_755	 	795.2099484375	+1	486.5750732421875	0	0
feature_756	 	463.25389375	+1	360.5218811035156	0	0
feature_757	 	627.301012890625	+1	378.2237243652344	0	0
feature_758	 	655.3463620117187	+1	401.70855712890625	0	0
feature_759	 	656.3743161132812	+1	337.7763671875	0	0
feature_760	 	1019.4446896484375	+1	413.4405212402344	0	0
feature_761	 	693.3234127929687	+1	446.3533935546875	0	0
feature_762	 	651.2640255859375	+1	354.57208251953125	0	0
feature_763	 	1472.28952578125	+2	446.3533935546875	0	0
feature_764	 	727.4119623046874	+2	342.5411376953125	0	0
feature_765	 	458.24128999023435	+1	441.6782531738281	0	0
feature_766	 	835.2027462890625	+1	446.3533935546875	0	0
feature_767	 	815.3775384765624	+2	320.23541259765625	0	0
feature_768	 	395.0272091796875	+1	53.17381286621094	0	0
feature_769	 	748.3863885742187	+2	337.7763671875	0	0
feature_770	 	1045.31688203125	+1	451.0722351074219	0	0
feature_771	 	630.320055859375	+1	378.2237243652344	0	0
feature_772	 	480.2234982421875	+1	441.6782531738281	0	0
feature_773	 	313.2248715332031	+1	449.893310546875	0	0
feature_774	 	230.16247834472657	+1	253.70677185058594	0	0
feature_775	 	292.10545625	+1	366.4054260253906	0	0
feature_776	 	662.2830075195312	+1	300.2301025390625	0	0
feature_777	 	711.3589962890625	+1	415.7819519042969	0	0
feature_778	 	1861.83200625	+2	378.2237243652344	0	0
feature_779	 	460.2530392578125	+1	297.88665771484375	0	0
feature_780	 	1472.28953828125	+1	455.7486877441406	0	0
feature_781	 	470.2623471191406	+1	365.220458984375	0	0
feature_782	 	255.14653291015625	+1	411.0807800292969	0	0
feature_783	 	528.2467526367187	+1	477.5365295410156	0	0
feature_784	 	185.08348359375	+1	315.58172607421875	0	0
feature_785	 	622.2903317382812	+1	299.0561218261719	0	0
feature_786	 	900.4166745117187	+1	315.58172607421875	0	0
feature_787	 	514.2673825195312	+1	431.043212890625	0	0
feature_788	 	818.3765744140625	+1	429.8816833496094	0	0
feature_789	 	172.07295502929688	+1	375.8563537597656	0	0
feature_790	 	655.3464840820312	+1	433.40899658203125	0	0
feature_791	 	735.3218869140625	+1	477.5365295410156	0	0
feature_792	 	288.1680172851562	+1	404.0655212402344	0	0
feature_793	 	426.25862397460935	+1	338.9732360839844	0	0
feature_794	 	1472.28952578125	+2	465.0758972167969	0	0
feature_795	 	339.20405854492185	+1	447.5318908691406	0	0
feature_796	 	861.3892086914062	+1	421.637451171875	0	0
feature_797	 	341.1317318847656	+1	53.17381286621094	0	0
feature_798	 	407.21516694335935	+1	422.81011962890625	0	0
feature_799	 	659.3416012695312	+1	425.1770935058594	0	0
feature_800	 	170.13012971191407	+1	404.0655212402344	0	0
feature_801	 	339.2517575195312	+1	331.8452453613281	0	0
feature_802	 	824.4224118164062	+1	341.3424072265625	0	0
feature_803	 	298.07710541992185	+1	358.2160339355469	0	0
feature_804	 	286.1887692382812	+1	434.5811462402344	0	0
feature_805	 	597.3049801757812	+1	451.0722351074219	0	0
feature_806	 	315.2041195800781	+1	398.1947021484375	0	0
feature_807	 	826.4371087890624	+2	307.3035888671875	0	0
feature_808	 	1472.2890375	+2	456.9173278808594	0	0
feature_809	 	711.3123043945312	+1	436.940185546875	0	0
feature_810	 	566.3289669921875	+1	411.0807800292969	0	0
feature_811	 	359.1940182617187	+1	397.0273742675781	0	0
feature_812	 	333.2147702148437	+1	366.4054260253906	0	0
feature_813	 	299.1266354492187	+1	333.0239562988281	0	0
feature_814	 	601.2941159179687	+1	386.489013671875	0	0
feature_815	 	1456.6404779296874	+2	355.8402099609375	0	0
feature_816	 	168.06817902832032	+1	335.39093017578125	0	0
feature_817	 	691.2363766601562	+1	304.9487609863281	0	0
feature_818	 	732.376696484375	+1	406.4105224609375	0	0
feature_819	 	640.3008908203125	+1	301.41302490234375	0	0
feature_820	 	374.14741791992185	+1	334.2023010253906	0	0
feature_821	 	514.267565625	+1	455.7486877441406	0	0
feature_822	 	718.37888125	+2	387.65838623046875	0	0
feature_823	 	653.331286328125	+1	397.0273742675781	0	0
feature_824	 	497.3560055664062	+1	480.4987487792969	0	0
feature_825	 	322.1500729492187	+1	451.0722351074219	0	0
feature_826	 	677.3282345703125	+1	474.5450134277344	0	0
feature_827	 	469.22090424804685	+1	414.60491943359375	0	0
feature_828	 	1344.6981076171876	+1	434.5811462402344	0	0
feature_829	 	673.35692109375	+1	433.40899658203125	0	0
feature_830	 	538.2654293945312	+1	449.893310546875	0	0
feature_831	 	671.3416012695312	+1	395.86016845703125	0	0
feature_832	 	329.2198361328125	+1	415.7819519042969	0	0
feature_833	 	486.1581295898437	+1	55.54379653930664	0	0
feature_834	 	615.3148068359375	+1	434.5811462402344	0	0
feature_835	 	452.251940625	+1	368.76837158203125	0	0
feature_836	 	504.2680844238281	+1	323.682373046875	0	0
feature_837	 	714.3296383789062	+1	460.432861328125	0	0
feature_838	 	729.3694333007812	+1	391.2270202636719	0	0
feature_839	 	782.3273190429687	+1	426.3578796386719	0	0
feature_840	 	1237.6836908203124	+2	435.75054931640625	0	0
feature_841	 	639.308825390625	+1	344.9282531738281	0	0
feature_842	 	642.2696408203125	+1	323.682373046875	0	0
feature_843	 	649.298815625	+1	487.40716552734375	0	0
feature_844	 	167.0729092529297	+1	315.58172607421875	0	0
feature_845	 	324.1656979492187	+1	427.5477294921875	0	0
feature_846	 	638.303454296875	+1	354.57208251953125	0	0
feature_847	 	404.180407421875	+1	338.9732360839844	0	0
feature_848	 	511.2332638671875	+1	367.5867919921875	0	0
feature_849	 	237.15841950683594	+1	144.01019287109375	0	0
feature_850	 	716.3597772460937	+2	350.87506103515625	0	0
feature_851	 	1384.6915158203126	+1	431.043212890625	0	0
feature_852	 	474.3177365234375	+1	358.2160339355469	0	0
feature_853	 	2895.118871484375	+2	362.8731689453125	0	0
feature_854	 	420.1529416015625	+1	310.8516540527344	0	0
feature_855	 	391.1289547851562	+1	527.6087646484375	0	0
feature_856	 	656.2960080078125	+1	310.8516540527344	0	0
feature_857	 	400.2205075195312	+1	312.03277587890625	0	0
feature_858	 	683.2335690429687	+1	293.2059020996094	0	0
feature_859	 	279.1148861816406	+1	349.6416931152344	0	0
feature_860	 	228.12575043945313	+1	421.637451171875	0	0
feature_861	 	560.3529538085937	+1	288.5339050292969	0	0
feature_862	 	660.2598751953125	+1	308.4834899902344	0	0
feature_863	 	362.1660336425781	+1	406.4105224609375	0	0
feature_864	 	446.2275875976562	+1	362.8731689453125	0	0
feature_865	 	604.3444088867187	+1	340.15728759765625	0	0
feature_866	 	387.2253598144531	+1	407.577880859375	0	0
feature_867	 	318.1211422851562	+1	308.4834899902344	0	0
feature_868	 	1028.2906369140626	+1	449.893310546875	0	0
feature_869	 	698.3211544921875	+1	402.8851013183594	0	0
feature_870	 	396.2296627929687	+1	398.1947021484375	0	0
feature_871	 	386.2525509765625	+1	279.2145080566406	0	0
feature_872	 	480.26216401367185	+1	449.893310546875	0	0
feature_873	 	230.10495270996094	+1	315.58172607421875	0	0
feature_874	 	994.402575390625	+1	405.2499694824219	0	0
feature_875	 	650.3412350585937	+1	406.4105224609375	0	0
feature_876	 	503.18477143554685	+1	55.54379653930664	0	0
feature_877	 	616.3428830078125	+1	340.15728759765625	0	0
feature_878	 	418.21003999023435	+1	414.60491943359375	0	0
feature_879	 	586.3329217773437	+2	349.6416931152344	0	0
feature_880	 	473.2619809082031	+1	495.9983825683594	0	0
feature_881	 	231.14650239257813	+1	419.29229736328125	0	0
feature_882	 	508.2545651367187	+1	455.7486877441406	0	0
feature_883	 	384.1211422851562	+1	66.03839874267578	0	0
feature_884	 	683.3276852539062	+1	407.577880859375	0	0
feature_885	 	613.3215817382812	+1	375.8563537597656	0	0
feature_886	 	286.1523922851562	+1	425.1770935058594	0	0
feature_887	 	547.2991818359375	+1	448.7127380371094	0	0
feature_888	 	641.4110592773437	+1	412.258056640625	0	0
feature_889	 	272.1519650390625	+1	441.6782531738281	0	0
feature_890	 	443.2052487304687	+1	404.0655212402344	0	0
feature_891	 	468.26204194335935	+1	455.7486877441406	0	0
feature_892	 	302.1837033203125	+1	431.043212890625	0	0
feature_893	 	496.25691499023435	+1	431.043212890625	0	0
feature_894	 	611.3066891601562	+1	419.29229736328125	0	0
feature_895	 	461.21589936523435	+1	402.8851013183594	0	0
feature_896	 	653.3311642578125	+1	439.3243103027344	0	0
feature_897	 	1141.534398828125	+2	395.86016845703125	0	0
feature_898	 	789.4027584960937	+1	436.940185546875	0	0
feature_899	 	392.1943844726562	+1	408.7393798828125	0	0
feature_900	 	627.3168209960937	+1	487.40716552734375	0	0
feature_901	 	868.4482296875	+1	296.7152404785156	0	0
feature_902	 	931.3851193359375	+1	319.08367919921875	0	0
feature_903	 	659.32762421875	+1	360.5218811035156	0	0
feature_904	 	642.2682370117187	+1	355.8402099609375	0	0
feature_905	 	659.2355221679687	+1	329.49127197265625	0	0
feature_906	 	2465.8281	+2	271.1740417480469	0	0
feature_907	 	529.2438229492187	+1	367.5867919921875	0	0
feature_908	 	283.1414059570312	+1	382.94195556640625	0	0
feature_909	 	1214.369128125	+1	442.84552001953125	0	0
feature_910	 	638.2849606445312	+1	212.5937042236328	0	0
feature_911	 	729.3834713867187	+1	459.2653503417969	0	0
feature_912	 	604.3435418945312	+2	349.6416931152344	0	0
feature_913	 	745.3779782226562	+1	435.75054931640625	0	0
feature_914	 	638.324938671875	+1	340.15728759765625	0	0
feature_915	 	800.4644040039062	+1	364.0423278808594	0	0
feature_916	 	656.2958249023437	+1	293.2059020996094	0	0
feature_917	 	486.27266206054685	+1	455.7486877441406	0	0
feature_918	 	532.278063671875	+1	431.043212890625	0	0
feature_919	 	860.385485546875	+1	281.5419616699219	0	0
feature_920	 	2491.970433984375	+2	338.9732360839844	0	0
feature_921	 	689.35155	+1	431.043212890625	0	0
feature_922	 	359.19392670898435	+1	379.4074401855469	0	0
feature_923	 	346.1987484863281	+1	398.1947021484375	0	0
feature_924	 	272.17305268554685	+1	411.0807800292969	0	0
feature_925	 	911.3594845703125	+1	321.3899230957031	0	0
feature_926	 	619.1967038085937	+1	258.0167236328125	0	0
feature_927	 	306.12092866210935	+1	372.3131103515625	0	0
feature_928	 	681.323473828125	+1	425.1770935058594	0	0
feature_929	 	622.3085202148437	+1	348.4781799316406	0	0
feature_930	 	1050.2720822265626	+1	451.0722351074219	0	0
feature_931	 	1255.6944455078126	+1	436.940185546875	0	0
feature_932	 	510.23628510742185	+1	422.81011962890625	0	0
feature_933	 	576.3042477539062	+1	387.65838623046875	0	0
